user_id,timestamp,ip,known_location,declared_city,declared_region,declared_country,timezone_offset,user_agent,device_type,network_type,asn,vpn_flag,proxy_flag,hosting_flag,ip_reputation,is_new_device,country_change,distance_from_prev_km,time_since_prev_min,travel_speed_kmh,timezone_mismatch,scenario_type,expected_result
u001,2026-05-24 19:07:00,190.85.77.140,Bogota,Medellin,Antioquia,Colombia,-05:00,Chrome Windows,desktop,corporate,AS10620,0,0,0,medium,0,0,238.6,1717.0,8.3,0,legit_unusual,medio
u001,2026-05-25 10:29:00,181.50.10.185,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,-257.0,0.0,0,habitual,bajo
u001,2026-05-25 14:46:00,181.50.10.57,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,238.6,1179.0,12.1,0,habitual,bajo
u001,2026-05-26 09:41:00,181.50.10.183,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,306.7,-575.0,0.0,0,habitual,bajo
u001,2026-05-26 19:16:00,190.85.77.62,Bogota,Cali,Valle del Cauca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS10620,0,0,0,medium,0,0,306.7,1967.0,9.4,0,legit_unusual,medio
u001,2026-05-27 09:14:00,181.50.10.140,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1413.0,0.0,0,habitual,bajo
u001,2026-05-28 09:38:00,181.50.10.123,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1464.0,0.0,0,habitual,bajo
u001,2026-05-28 20:37:00,181.50.10.238,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,659.0,0.0,0,habitual,bajo
u001,2026-05-29 10:16:00,181.50.10.187,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,650.6,-724.0,0.0,0,habitual,bajo
u001,2026-05-29 22:20:00,181.50.10.158,Bogota,Cartagena,Bolivar,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,650.6,1543.0,25.3,0,ambiguous,medio
u001,2026-05-30 18:30:00,181.50.10.137,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1934.0,0.0,0,habitual,bajo
u001,2026-05-31 10:01:00,181.50.10.135,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,-483.0,0.0,0,habitual,bajo
u001,2026-05-31 18:04:00,181.50.10.23,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1414.0,0.0,0,habitual,bajo
u001,2026-06-01 10:05:00,181.50.10.103,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,-399.0,0.0,0,habitual,bajo
u001,2026-06-01 16:44:00,181.50.10.238,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1843.0,0.0,0,habitual,bajo
u001,2026-06-02 08:27:00,181.50.10.25,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,1,0,238.6,-863.0,0.0,0,habitual,bajo
u001,2026-06-02 22:50:00,181.50.10.73,Bogota,Medellin,Antioquia,Colombia,-05:00,Chrome Windows,tablet,residential,AS10620,0,0,0,low,1,0,238.6,2205.0,6.5,0,ambiguous,medio
u001,2026-06-03 16:18:00,181.50.10.102,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1911.0,0.0,0,habitual,bajo
u001,2026-06-04 06:40:00,181.50.10.130,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,-826.0,0.0,0,ambiguous,medio
u001,2026-06-04 20:26:00,181.50.10.8,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1688.0,0.0,0,habitual,bajo
u001,2026-06-05 18:52:00,181.50.10.139,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,2172.0,0.0,0,habitual,bajo
u001,2026-06-05 20:41:00,181.50.10.207,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,109.0,0.0,0,habitual,bajo
u001,2026-06-06 09:06:00,181.50.10.222,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,745.0,0.0,0,habitual,bajo
u001,2026-06-06 23:28:00,181.50.10.75,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,862.0,0.0,0,ambiguous,medio
u001,2026-06-07 18:52:00,181.50.10.117,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1164.0,0.0,0,habitual,bajo
u001,2026-06-07 22:17:00,181.50.10.153,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,205.0,0.0,0,ambiguous,medio
u001,2026-06-08 09:32:00,181.50.10.207,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,675.0,0.0,0,habitual,bajo
u001,2026-06-08 10:26:00,181.50.10.68,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,54.0,0.0,0,habitual,bajo
u001,2026-06-09 09:37:00,181.50.10.133,Bogota,Cali,Valle del Cauca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,306.7,-33.0,0.0,0,legit_unusual,medio
u001,2026-06-09 10:10:00,181.50.10.179,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,1424.0,0.0,0,habitual,bajo
u001,2026-06-10 10:55:00,181.50.10.2,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,0.0,-2.0,0.0,0,habitual,bajo
u001,2026-06-10 10:57:00,181.50.10.74,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS10620,0,0,0,low,0,0,306.7,1520.0,12.1,0,habitual,bajo
u002,2026-05-02 10:57:00,200.13.22.4,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,0.0,0.0,0,habitual,bajo
u002,2026-05-02 20:52:00,200.13.22.112,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,595.0,0.0,0,habitual,bajo
u002,2026-05-03 10:30:00,200.13.22.93,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,818.0,0.0,0,habitual,bajo
u002,2026-05-03 14:45:00,200.13.22.4,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,255.0,0.0,0,habitual,bajo
u002,2026-05-03 15:00:00,103.87.68.198,Medellin,Buenos Aires,Buenos Aires,Argentina,-03:00,Chrome Android,desktop,tor,AS9009,0,1,0,high,1,1,4887.7,15.0,19550.8,1,suspicious,alto
u002,2026-05-04 10:48:00,200.13.22.76,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,1,1,4887.7,1188.0,246.9,0,habitual,bajo
u002,2026-05-05 08:25:00,200.13.22.109,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-365.0,0.0,0,habitual,bajo
u002,2026-05-05 14:30:00,200.13.22.28,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1662.0,0.0,0,habitual,bajo
u002,2026-05-06 20:52:00,200.13.22.95,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-165.0,0.0,0,habitual,bajo
u002,2026-05-06 23:37:00,190.85.77.81,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,corporate,AS13489,0,0,0,medium,0,0,0.0,2352.0,0.0,0,ambiguous,medio
u002,2026-05-07 23:08:00,200.13.22.27,Medellin,Bogota,Cundinamarca,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,238.6,1576.0,9.1,0,ambiguous,medio
u002,2026-05-08 09:27:00,200.13.22.109,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-74.0,0.0,0,habitual,bajo
u002,2026-05-08 09:42:00,103.87.68.112,Medellin,Warsaw,Masovian,Poland,+01:00,Safari iPhone,mobile,tor,AS9009,0,1,0,high,0,1,9905.2,15.0,39620.8,1,suspicious,alto
u002,2026-05-08 10:41:00,200.13.22.223,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,238.6,693.0,20.7,0,habitual,bajo
u002,2026-05-09 10:19:00,200.13.22.231,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,1,9905.2,1477.0,402.4,0,habitual,bajo
u002,2026-05-10 14:20:00,200.13.22.87,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1681.0,0.0,0,habitual,bajo
u002,2026-05-10 18:57:00,200.13.22.71,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,277.0,0.0,0,habitual,bajo
u002,2026-05-11 09:54:00,200.13.22.30,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,897.0,0.0,0,habitual,bajo
u002,2026-05-11 16:05:00,200.13.22.30,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,371.0,0.0,0,habitual,bajo
u002,2026-05-12 06:07:00,190.85.77.103,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,desktop,corporate,AS13489,0,0,0,medium,1,0,0.0,-88.0,0.0,0,ambiguous,medio
u002,2026-05-12 07:35:00,190.85.77.40,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,mobile,corporate,AS13489,0,0,0,medium,0,0,328.0,930.0,21.2,0,legit_unusual,medio
u002,2026-05-13 09:21:00,200.13.22.197,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,1,0,328.0,1634.0,12.0,0,habitual,bajo
u002,2026-05-13 22:21:00,190.85.77.125,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,tablet,corporate,AS13489,0,0,0,medium,1,0,328.0,780.0,25.2,0,ambiguous,medio
u002,2026-05-14 19:18:00,200.13.22.230,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,328.0,-242.0,0.0,0,legit_unusual,medio
u002,2026-05-14 23:20:00,200.13.22.119,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,1,0,328.0,1499.0,13.1,0,ambiguous,medio
u002,2026-05-15 09:48:00,200.13.22.50,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,328.0,870.0,22.6,0,habitual,bajo
u002,2026-05-15 22:21:00,200.13.22.179,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,753.0,0.0,0,ambiguous,medio
u002,2026-05-16 08:49:00,200.13.22.106,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-700.0,0.0,0,habitual,bajo
u002,2026-05-16 20:29:00,200.13.22.84,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1328.0,0.0,0,habitual,bajo
u002,2026-05-17 09:08:00,200.13.22.160,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-551.0,0.0,0,habitual,bajo
u002,2026-05-17 18:19:00,200.13.22.169,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,2010.0,0.0,0,habitual,bajo
u002,2026-05-18 16:46:00,200.13.22.107,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-9.0,0.0,0,habitual,bajo
u002,2026-05-18 16:55:00,200.13.22.12,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1907.0,0.0,0,habitual,bajo
u002,2026-05-19 14:55:00,200.13.22.218,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-187.0,0.0,0,habitual,bajo
u002,2026-05-19 18:02:00,200.13.22.229,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1516.0,0.0,0,habitual,bajo
u002,2026-05-20 08:24:00,200.13.22.58,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1049.0,0.0,0,habitual,bajo
u002,2026-05-20 14:44:00,200.13.22.231,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,380.0,0.0,0,habitual,bajo
u002,2026-05-21 02:01:00,103.87.68.206,Medellin,Singapore,Singapore,Singapore,+08:00,Firefox Linux,laptop,tor,AS16276,0,1,0,high,1,1,19167.8,677.0,1698.8,1,suspicious,alto
u002,2026-05-21 16:21:00,200.13.22.214,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,1,1,19167.8,860.0,1337.3,0,habitual,bajo
u002,2026-05-22 09:03:00,190.85.77.22,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,mobile,corporate,AS13489,0,0,0,medium,0,0,328.0,1002.0,19.6,0,legit_unusual,medio
u002,2026-05-22 10:12:00,200.13.22.238,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,328.0,69.0,285.2,0,habitual,bajo
u002,2026-05-23 09:28:00,200.13.22.20,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1396.0,0.0,0,habitual,bajo
u002,2026-05-23 10:48:00,200.13.22.93,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,80.0,0.0,0,habitual,bajo
u002,2026-05-24 06:55:00,200.13.22.138,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,tablet,mobile,AS13489,0,0,0,low,1,0,0.0,1207.0,0.0,0,ambiguous,medio
u002,2026-05-24 08:21:00,200.13.22.197,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,1,0,0.0,86.0,0.0,0,habitual,bajo
u002,2026-05-25 10:10:00,200.13.22.194,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1549.0,0.0,0,habitual,bajo
u002,2026-05-26 08:05:00,200.13.22.204,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1315.0,0.0,0,habitual,bajo
u002,2026-05-26 20:46:00,200.13.22.61,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,761.0,0.0,0,habitual,bajo
u002,2026-05-27 09:16:00,200.13.22.40,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,-68.0,0.0,0,habitual,bajo
u002,2026-05-27 10:24:00,200.13.22.89,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,818.0,0.0,0,habitual,bajo
u002,2026-05-28 09:55:00,200.13.22.55,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1479.0,0.0,0,habitual,bajo
u002,2026-05-29 07:26:00,200.13.22.159,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,328.0,-564.0,0.0,0,legit_unusual,medio
u002,2026-05-29 16:50:00,200.13.22.25,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1855.0,0.0,0,habitual,bajo
u002,2026-05-30 06:51:00,200.13.22.5,Medellin,Cali,Valle del Cauca,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,0.0,1405.0,0.0,0,ambiguous,medio
u002,2026-05-30 20:40:00,200.13.22.84,Medellin,Medellin,Antioquia,Colombia,-05:00,Safari iPhone,mobile,mobile,AS13489,0,0,0,low,0,0,328.0,829.0,23.7,0,habitual,bajo
