user_id,timestamp,ip,known_location,declared_city,declared_region,declared_country,timezone_offset,user_agent,device_type,network_type,asn,is_proxy,is_vpn,is_hosting,ip_reputation,is_new_device,country_change,distance_from_prev_km,time_since_prev_min,travel_speed_kmh,timezone_mismatch,scenario_type,expected_result
u001,2026-05-09T03:05:00,181.50.116.94,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,mobile,AS14080,0,0,0,low,0,0,5.0,740.0,0.4,0,habitual,bajo
u001,2026-05-09T19:17:00,181.53.114.225,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,residential,AS14080,0,0,0,low,0,0,1.6,972.0,0.1,0,habitual,bajo
u001,2026-05-10T08:44:00,181.58.147.27,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,mobile,AS14080,0,0,0,low,0,0,1.2,807.0,0.1,0,habitual,bajo
u001,2026-05-11T01:28:00,181.49.189.165,Bogota,Pereira,Risaralda,Colombia,-05:00,Safari macOS,mobile,public_wifi,AS3816,0,0,0,low,1,0,1095.1,428.0,153.5,0,ambiguous,medio
u001,2026-05-11T19:41:00,181.54.98.243,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,corporate,AS10620,0,0,0,low,0,0,6.2,1093.0,0.3,0,habitual,bajo
u001,2026-05-12T23:26:00,181.58.56.194,Bogota,Medellin,Antioquia,Colombia,-05:00,Safari macOS,mobile,public_wifi,AS10620,0,0,0,medium,0,0,937.8,554.0,101.6,0,ambiguous,medio
u001,2026-05-14T03:24:00,181.56.169.218,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,residential,AS19429,0,0,0,low,0,0,5.1,1678.0,0.2,0,habitual,bajo
u001,2026-05-15T06:33:00,181.48.88.131,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,residential,AS14080,0,0,0,low,0,0,3.6,1629.0,0.1,0,habitual,bajo
u001,2026-05-15T10:29:00,146.70.190.234,Bogota,Moscow,Moscow,Russia,+03:00,Safari macOS,mobile,vpn,AS16276,0,1,0,high,1,1,6503.9,441.0,884.9,1,ambiguous,medio
u001,2026-05-16T07:32:00,181.57.225.46,Bogota,Manizales,Caldas,Colombia,-05:00,Safari macOS,mobile,corporate,AS10620,0,0,0,low,0,0,347.7,387.0,53.9,0,ambiguous,bajo
u001,2026-05-17T05:53:00,181.59.74.106,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,corporate,AS10620,0,0,0,low,0,0,2.6,1341.0,0.1,0,habitual,bajo
u001,2026-05-17T19:33:00,181.59.191.239,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Safari macOS,mobile,mobile,AS27831,0,0,0,low,0,0,4.7,820.0,0.3,0,habitual,bajo
u002,2026-05-02T17:31:00,190.97.80.167,Bogota,Bucaramanga,Santander,Colombia,-05:00,Chrome Android,desktop,public_wifi,AS10620,0,0,0,medium,1,0,731.9,1749.0,25.1,0,legit_unusual,medio
u002,2026-05-03T05:22:00,181.52.83.103,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS14080,0,0,0,low,0,0,2.7,711.0,0.2,0,habitual,bajo
u002,2026-05-03T16:50:00,181.57.43.206,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS3816,0,0,0,low,0,0,7.2,688.0,0.6,0,habitual,bajo
u002,2026-05-03T17:23:00,181.59.91.101,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS19429,0,0,0,low,0,0,6.6,33.0,12.0,0,habitual,bajo
u002,2026-05-03T23:14:00,181.48.236.100,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS19429,0,0,0,low,0,0,4.8,351.0,0.8,0,habitual,bajo
u002,2026-05-04T00:12:00,146.70.174.228,Bogota,Sao Paulo,Sao Paulo,Brazil,-03:00,Python Requests,desktop,vpn,AS15169,0,1,0,high,1,1,7171.0,66.0,6519.1,1,suspicious,alto
u002,2026-05-04T02:58:00,181.55.207.192,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS14080,0,0,0,low,0,0,4.9,166.0,1.8,0,habitual,bajo
u002,2026-05-04T06:41:00,181.52.172.4,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS27831,0,0,0,low,0,0,2.5,223.0,0.7,0,habitual,bajo
u002,2026-05-05T08:54:00,181.50.136.160,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS3816,0,0,0,low,0,0,6.0,1573.0,0.2,0,habitual,bajo
u002,2026-05-06T06:37:00,167.99.128.248,Bogota,Singapore,Central,Singapore,+08:00,Unknown Bot,mobile,vpn,AS16276,0,1,0,medium,0,1,6106.2,120.0,3053.1,1,suspicious,alto
u002,2026-05-07T00:57:00,181.56.47.37,Bogota,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,desktop,corporate,AS27831,0,0,0,low,0,0,96.9,849.0,6.8,0,ambiguous,bajo
u002,2026-05-08T02:30:00,181.51.237.68,Bogota,Barranquilla,Atlantico,Colombia,-05:00,Firefox Linux,desktop,mobile,AS3816,0,0,0,low,1,0,659.5,449.0,88.1,0,legit_unusual,medio
u002,2026-05-08T03:31:00,159.65.223.85,Bogota,Moscow,Moscow,Russia,+03:00,Python Requests,mobile,tor,AS9009,1,0,1,high,1,1,7071.2,154.0,2755.0,1,suspicious,alto
u002,2026-05-09T01:14:00,181.59.14.237,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS19429,0,0,0,low,0,0,0.1,1303.0,0.0,0,habitual,bajo
u002,2026-05-10T06:13:00,181.55.27.136,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS3816,0,0,0,low,0,0,7.0,1739.0,0.2,0,habitual,bajo
u002,2026-05-10T23:41:00,181.59.229.33,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS14080,0,0,0,low,0,0,2.5,1048.0,0.1,0,habitual,bajo
u002,2026-05-11T13:57:00,181.52.1.73,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS19429,0,0,0,low,0,0,5.1,856.0,0.4,0,habitual,bajo
u002,2026-05-12T00:01:00,181.53.148.105,Bogota,Bucaramanga,Santander,Colombia,-05:00,Chrome Windows,desktop,residential,AS27831,0,0,0,low,0,0,161.0,984.0,9.8,0,ambiguous,bajo
u002,2026-05-12T19:39:00,181.53.32.19,Bogota,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,desktop,corporate,AS3816,0,0,0,low,0,0,230.7,610.0,22.7,0,ambiguous,bajo
u002,2026-05-13T22:48:00,181.49.11.19,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS3816,0,0,0,low,0,0,0.2,1629.0,0.0,0,habitual,bajo
u002,2026-05-14T19:53:00,104.244.76.76,Bogota,Miami,Florida,United States,-04:00,Unknown Bot,mobile,vpn,AS16276,0,1,0,medium,1,1,6980.4,157.0,2667.7,1,suspicious,alto
u003,2026-05-02T09:20:00,181.58.173.133,Bogota,Pereira,Risaralda,Colombia,-05:00,Chrome Windows,desktop,mobile,AS27831,0,0,0,low,0,0,254.7,1363.0,11.2,0,ambiguous,bajo
u003,2026-05-02T19:01:00,181.48.92.85,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS10620,0,0,0,low,0,0,8.0,581.0,0.8,0,habitual,bajo
u003,2026-05-03T00:18:00,45.155.178.209,Bogota,Amsterdam,North Holland,Netherlands,+02:00,Tor Browser,desktop,hosting,AS16276,0,0,1,high,0,1,8679.4,27.0,19287.6,1,suspicious,alto
u003,2026-05-03T10:54:00,104.244.165.184,Bogota,Mexico City,CDMX,Mexico,-06:00,Chrome Windows,desktop,vpn,AS15169,0,1,0,medium,1,1,4080.0,229.0,1069.0,1,ambiguous,alto
u003,2026-05-04T13:11:00,181.54.44.80,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS27831,0,0,0,low,0,0,0.3,1577.0,0.0,0,habitual,bajo
u003,2026-05-05T00:59:00,181.51.205.163,Bogota,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,tablet,mobile,AS27831,0,0,0,medium,1,0,448.5,1512.0,17.8,0,legit_unusual,medio
u003,2026-05-05T08:36:00,190.98.158.159,Bogota,Cartagena,Bolivar,Colombia,-05:00,Edge Windows,mobile,public_wifi,AS19429,0,0,0,medium,1,0,605.6,1327.0,27.4,0,legit_unusual,medio
u003,2026-05-06T13:08:00,181.55.97.157,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS19429,0,0,0,low,0,0,5.6,1712.0,0.2,0,habitual,bajo
u003,2026-05-06T21:08:00,181.49.100.65,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS19429,0,0,0,low,0,0,7.5,480.0,0.9,0,habitual,bajo
u003,2026-05-07T05:11:00,181.49.248.123,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS27831,0,0,0,low,0,0,1.6,483.0,0.2,0,habitual,bajo
u003,2026-05-07T13:58:00,167.99.229.247,Bogota,Amsterdam,North Holland,Netherlands,+02:00,Chrome Windows,desktop,hosting,AS16509,0,0,1,high,1,1,3403.9,223.0,915.8,1,ambiguous,alto
u003,2026-05-08T00:22:00,181.58.87.28,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS3816,0,0,0,low,0,0,5.7,624.0,0.5,0,habitual,bajo
u003,2026-05-08T04:33:00,181.55.232.57,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS3816,0,0,0,low,0,0,4.3,251.0,1.0,0,habitual,bajo
u003,2026-05-08T22:45:00,181.54.216.242,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS19429,0,0,0,low,0,0,6.7,1092.0,0.4,0,habitual,bajo
u003,2026-05-09T20:08:00,181.52.194.55,Bogota,Medellin,Antioquia,Colombia,-05:00,Firefox Linux,tablet,mobile,AS14080,0,0,0,medium,0,0,408.3,553.0,44.3,0,legit_unusual,medio
u003,2026-05-10T06:22:00,181.52.93.122,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS10620,0,0,0,low,0,0,1.9,614.0,0.2,0,habitual,bajo
u003,2026-05-10T22:38:00,181.53.233.85,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS19429,0,0,0,low,0,0,7.2,976.0,0.4,0,habitual,bajo
u003,2026-05-11T10:12:00,181.50.16.203,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS3816,0,0,0,low,0,0,3.7,694.0,0.3,0,habitual,bajo
u003,2026-05-12T03:28:00,181.59.247.209,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,residential,AS3816,0,0,0,low,0,0,5.7,1036.0,0.3,0,habitual,bajo
u003,2026-05-13T05:26:00,181.49.30.18,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS27831,0,0,0,low,0,0,5.5,1558.0,0.2,0,habitual,bajo
u003,2026-05-14T01:19:00,185.220.37.197,Bogota,Amsterdam,North Holland,Netherlands,+02:00,Tor Browser,desktop,proxy,AS16509,1,0,0,high,1,1,9048.2,28.0,19389.0,1,suspicious,alto
u003,2026-05-15T00:42:00,181.54.207.236,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,corporate,AS19429,0,0,0,low,0,0,7.1,1403.0,0.3,0,habitual,bajo
u003,2026-05-16T03:12:00,181.54.80.169,Bogota,Bogota,Cundinamarca,Colombia,-05:00,Chrome Windows,desktop,mobile,AS19429,0,0,0,low,0,0,6.4,1590.0,0.2,0,habitual,bajo
u004,2026-05-02T10:49:00,181.51.87.180,Cali,Manizales,Caldas,Colombia,-05:00,Chrome macOS,desktop,vpn,AS14080,0,1,0,medium,0,0,362.6,202.0,107.7,0,ambiguous,medio
u004,2026-05-02T23:34:00,181.57.69.5,Cali,Medellin,Antioquia,Colombia,-05:00,Safari iOS,desktop,mobile,AS14080,0,0,0,low,0,0,295.5,1070.0,16.6,0,legit_unusual,bajo
u004,2026-05-03T06:57:00,181.49.150.191,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,mobile,AS10620,0,0,0,low,0,0,0.2,443.0,0.0,0,habitual,bajo
u004,2026-05-04T08:04:00,181.56.53.77,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,corporate,AS14080,0,0,0,low,0,0,6.6,1507.0,0.3,0,habitual,bajo
u004,2026-05-05T12:42:00,181.59.54.138,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,corporate,AS27831,0,0,0,low,0,0,7.3,1718.0,0.3,0,habitual,bajo
u004,2026-05-06T07:43:00,181.51.163.241,Cali,Barranquilla,Atlantico,Colombia,-05:00,Safari iOS,tablet,residential,AS10620,0,0,0,low,0,0,833.1,694.0,72.0,0,legit_unusual,medio
u004,2026-05-06T11:20:00,181.50.152.180,Cali,Manizales,Caldas,Colombia,-05:00,Chrome macOS,desktop,residential,AS3816,0,0,0,low,0,0,262.8,459.0,34.4,0,ambiguous,bajo
u004,2026-05-07T05:14:00,181.57.186.49,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,corporate,AS14080,0,0,0,low,0,0,2.4,1074.0,0.1,0,habitual,bajo
u004,2026-05-07T13:59:00,181.58.26.61,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,corporate,AS14080,0,0,0,low,0,0,1.8,525.0,0.2,0,habitual,bajo
u004,2026-05-07T21:49:00,181.54.175.84,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,residential,AS14080,0,0,0,low,0,0,6.2,470.0,0.8,0,habitual,bajo
u004,2026-05-07T22:33:00,181.49.179.162,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,corporate,AS3816,0,0,0,low,0,0,1.9,44.0,2.6,0,habitual,bajo
u004,2026-05-08T02:58:00,181.50.6.240,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,corporate,AS14080,0,0,0,low,0,0,1.3,265.0,0.3,0,habitual,bajo
u004,2026-05-08T04:53:00,181.58.235.180,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,residential,AS3816,0,0,0,low,0,0,6.1,115.0,3.2,0,habitual,bajo
u004,2026-05-08T09:43:00,146.70.45.192,Cali,Lagos,Lagos,Nigeria,+01:00,curl,mobile,vpn,AS8075,0,1,0,high,1,1,7229.0,140.0,3098.1,1,suspicious,alto
u004,2026-05-09T01:08:00,159.65.87.252,Cali,Moscow,Moscow,Russia,+03:00,curl,desktop,proxy,AS8075,1,0,0,medium,1,1,9355.9,30.0,18711.8,1,suspicious,alto
u004,2026-05-09T23:24:00,190.86.68.144,Cali,Bucaramanga,Santander,Colombia,-05:00,Chrome macOS,tablet,public_wifi,AS3816,0,0,0,medium,1,0,597.4,3288.0,10.9,0,legit_unusual,medio
u004,2026-05-11T01:12:00,181.57.188.26,Cali,Cali,Valle del Cauca,Colombia,-05:00,Chrome macOS,desktop,residential,AS19429,0,0,0,low,0,0,1.1,1548.0,0.0,0,habitual,bajo
u005,2026-05-02T04:31:00,181.52.150.185,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,corporate,AS10620,0,0,0,low,0,0,2.1,1230.0,0.1,0,habitual,bajo
u005,2026-05-02T08:51:00,181.57.227.169,Barranquilla,Medellin,Antioquia,Colombia,-05:00,Chrome Windows,mobile,residential,AS27831,0,0,0,low,0,0,229.3,224.0,61.4,0,ambiguous,bajo
u005,2026-05-03T03:08:00,181.52.100.96,Barranquilla,Lagos,Lagos,Nigeria,+01:00,Chrome Windows,mobile,residential,AS27831,0,0,0,medium,0,1,2030.5,246.0,495.2,1,ambiguous,alto
u005,2026-05-03T13:27:00,104.244.183.48,Barranquilla,Amsterdam,North Holland,Netherlands,+02:00,Python Requests,desktop,hosting,AS8075,0,0,1,medium,1,1,10289.9,132.0,4677.2,1,suspicious,alto
u005,2026-05-04T18:07:00,181.55.82.36,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,residential,AS3816,0,0,0,low,0,0,4.6,1720.0,0.2,0,habitual,bajo
u005,2026-05-05T01:01:00,45.155.199.51,Barranquilla,Moscow,Moscow,Russia,+03:00,Python Requests,desktop,hosting,AS15169,0,0,1,high,1,1,4311.0,173.0,1495.1,1,suspicious,alto
u005,2026-05-05T12:27:00,181.48.192.90,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,residential,AS3816,0,0,0,low,0,0,0.6,686.0,0.1,0,habitual,bajo
u005,2026-05-06T07:33:00,181.48.138.211,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,corporate,AS27831,0,0,0,low,0,0,3.5,1146.0,0.2,0,habitual,bajo
u005,2026-05-06T12:40:00,181.58.145.125,Barranquilla,Cartagena,Bolivar,Colombia,-05:00,Chrome Windows,mobile,residential,AS14080,0,0,0,low,0,0,699.1,300.0,139.8,0,ambiguous,medio
u005,2026-05-06T16:30:00,181.50.47.164,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,mobile,AS14080,0,0,0,low,0,0,1.0,230.0,0.3,0,habitual,bajo
u005,2026-05-07T13:55:00,181.59.145.26,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,residential,AS10620,0,0,0,low,0,0,4.1,1285.0,0.2,0,habitual,bajo
u005,2026-05-08T18:01:00,181.58.74.219,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,residential,AS14080,0,0,0,low,1,0,5.6,1686.0,0.2,0,habitual,bajo
u005,2026-05-09T01:48:00,181.57.183.21,Barranquilla,Cartagena,Bolivar,Colombia,-05:00,Safari iOS,tablet,mobile,AS19429,0,0,0,low,0,0,246.6,2822.0,5.2,0,legit_unusual,medio
u005,2026-05-09T16:27:00,181.52.200.32,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,mobile,AS3816,0,0,0,low,0,0,8.0,879.0,0.5,0,habitual,bajo
u005,2026-05-10T04:23:00,181.54.197.81,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,mobile,AS10620,0,0,0,low,0,0,7.4,716.0,0.6,0,habitual,bajo
u005,2026-05-11T02:43:00,181.52.97.61,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,corporate,AS19429,0,0,0,low,0,0,6.3,1340.0,0.3,0,habitual,bajo
u005,2026-05-11T21:06:00,181.53.33.126,Barranquilla,Medellin,Antioquia,Colombia,-05:00,Chrome macOS,mobile,corporate,AS10620,0,0,0,low,1,0,337.3,1091.0,18.5,0,legit_unusual,medio
u005,2026-05-12T06:58:00,181.57.42.217,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,corporate,AS14080,0,0,0,low,0,0,5.9,592.0,0.6,0,habitual,bajo
u005,2026-05-12T10:04:00,181.56.190.64,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,corporate,AS3816,0,0,0,low,0,0,5.3,186.0,1.7,0,habitual,bajo
u005,2026-05-13T02:57:00,181.51.29.146,Barranquilla,Barranquilla,Atlantico,Colombia,-05:00,Chrome Windows,mobile,corporate,AS19429,0,0,0,low,0,0,4.9,1013.0,0.3,0,habitual,bajo
u005,2026-05-13T13:19:00,167.99.70.243,Barranquilla,Miami,Florida,United States,-04:00,Chrome Windows,mobile,vpn,AS15169,0,1,0,high,0,1,2985.3,418.0,428.5,1,ambiguous,alto
u005,2026-05-14T18:29:00,181.52.92.70,Barranquilla,Manizales,Caldas,Colombia,-05:00,Chrome Windows,mobile,corporate,AS10620,0,0,0,low,0,0,190.8,787.0,14.5,0,ambiguous,bajo
u006,2026-05-01T17:22:00,181.48.219.165,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,residential,AS10620,0,0,0,low,0,0,0.8,132.0,0.4,0,habitual,bajo
u006,2026-05-02T05:12:00,190.71.50.55,Bucaramanga,Cartagena,Bolivar,Colombia,-05:00,Chrome Windows,desktop,public_wifi,AS27831,0,0,0,low,1,0,179.8,4068.0,2.7,0,legit_unusual,medio
u006,2026-05-03T04:09:00,146.70.117.218,Bucaramanga,Mexico City,CDMX,Mexico,-06:00,Python Requests,mobile,tor,AS16509,1,0,1,medium,1,1,7007.6,57.0,7376.4,1,suspicious,alto
u006,2026-05-03T18:08:00,181.55.118.203,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,mobile,AS3816,0,0,0,low,0,0,7.7,839.0,0.6,0,habitual,bajo
u006,2026-05-04T05:52:00,23.129.223.170,Bucaramanga,Miami,Florida,United States,-04:00,Headless Chrome,desktop,hosting,AS14061,0,0,1,medium,1,1,7709.5,72.0,6424.6,1,suspicious,alto
u006,2026-05-04T15:13:00,181.48.183.92,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,mobile,AS14080,0,0,0,low,1,0,7.5,561.0,0.8,0,habitual,bajo
u006,2026-05-04T23:46:00,181.48.41.250,Bucaramanga,Bogota,Cundinamarca,Colombia,-05:00,Safari iOS,desktop,mobile,AS10620,0,0,0,low,0,0,204.4,1687.0,7.3,0,legit_unusual,medio
u006,2026-05-06T02:33:00,181.59.117.234,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,corporate,AS14080,0,0,0,low,0,0,5.2,1607.0,0.2,0,habitual,bajo
u006,2026-05-06T18:28:00,181.51.50.47,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,residential,AS14080,0,0,0,low,0,0,7.5,955.0,0.5,0,habitual,bajo
u006,2026-05-07T04:48:00,181.57.30.150,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,residential,AS19429,0,0,0,low,0,0,1.9,620.0,0.2,0,habitual,bajo
u006,2026-05-08T08:16:00,181.50.241.54,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,residential,AS10620,0,0,0,low,0,0,1.9,1648.0,0.1,0,habitual,bajo
u006,2026-05-08T09:23:00,181.50.93.108,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,mobile,AS19429,0,0,0,low,0,0,7.9,67.0,7.1,0,habitual,bajo
u006,2026-05-08T21:17:00,181.49.163.187,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,mobile,AS19429,0,0,0,low,0,0,4.3,714.0,0.4,0,habitual,bajo
u006,2026-05-09T16:23:00,167.99.81.53,Bucaramanga,Miami,Florida,United States,-04:00,curl,desktop,tor,AS8075,1,0,1,medium,1,1,4253.9,76.0,3358.3,1,suspicious,alto
u006,2026-05-10T18:24:00,181.51.224.50,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,residential,AS19429,0,0,0,low,0,0,7.6,1561.0,0.3,0,habitual,bajo
u006,2026-05-11T18:14:00,181.49.5.248,Bucaramanga,Bogota,Cundinamarca,Colombia,-05:00,Firefox Linux,mobile,mobile,AS19429,0,0,0,low,0,0,60.0,1298.0,2.8,0,ambiguous,bajo
u006,2026-05-12T03:24:00,181.57.40.74,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,mobile,AS27831,0,0,0,low,0,0,5.0,550.0,0.5,0,habitual,bajo
u006,2026-05-12T15:56:00,181.52.77.99,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,residential,AS19429,0,0,0,low,0,0,5.1,752.0,0.4,0,habitual,bajo
u006,2026-05-12T23:51:00,181.50.181.25,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,corporate,AS19429,0,0,0,low,0,0,0.1,475.0,0.0,0,habitual,bajo
u006,2026-05-13T14:11:00,181.57.248.55,Bucaramanga,Pereira,Risaralda,Colombia,-05:00,Chrome macOS,tablet,residential,AS19429,0,0,0,low,0,0,611.1,3305.0,11.1,0,legit_unusual,medio
u006,2026-05-14T08:46:00,181.55.181.68,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,corporate,AS19429,0,0,0,low,0,0,0.4,1115.0,0.0,0,habitual,bajo
u006,2026-05-14T21:34:00,181.58.5.45,Bucaramanga,Bucaramanga,Santander,Colombia,-05:00,Firefox Linux,mobile,corporate,AS19429,0,0,0,low,0,0,0.2,768.0,0.0,0,habitual,bajo
